Year	Clutch	HatchlingID	HatchlingNumber	EggMass	IncTemp	MaxIncLength	ScaledDevMaxIncLength	AgeAtTrials	WinterHous	DaysWintHous	SCL2	CW2	PL2	PW2	BD2	NV2	VT2	Mass2	Round	RRTimeSec	LatencySec	ActiveRRTimeSec	RRTimeMin	LatencyMin	ActiveRRTimeMin
2019	9	48	9-1	12.8039	32	54	-4.1609	237	Terrestrial	151	33.61	35.5	31.66	26.73	16.4	2.38	10.4	9.0308	1	391	249	142	6.516666667	4.15	2.366666667
2019	9	48	9-1	12.8039	32	54	-4.1609	237	Terrestrial	151	33.61	35.5	31.66	26.73	16.4	2.38	10.4	9.0308	2	263	62	201	4.383333333	1.033333333	3.35
2019	9	48	9-1	12.8039	32	54	-4.1609	237	Terrestrial	151	33.61	35.5	31.66	26.73	16.4	2.38	10.4	9.0308	3	1045	1	1044	17.41666667	0.016666667	17.4
2019	9	49	9-2	13.5798	30	60	-3.2967	236	Aquatic	214	42.92	43.34	38.53	31.5	19.69	3.33	12.67	16.2206	1	NA	NA	NA	NA	NA	NA
2019	9	49	9-2	13.5798	30	60	-3.2967	236	Aquatic	214	42.92	43.34	38.53	31.5	19.69	3.33	12.67	16.2206	2	NA	NA	NA	NA	NA	NA
2019	9	49	9-2	13.5798	30	60	-3.2967	236	Aquatic	214	42.92	43.34	38.53	31.5	19.69	3.33	12.67	16.2206	3	NA	NA	NA	NA	NA	NA
2019	9	50	9-3	13.5647	26	85	-2.8121	218	Terrestrial	151	35.99	36.58	33.66	26.85	17.36	3.34	11.8	10.7126	1	NA	1	NA	NA	0.016666667	NA
2019	9	50	9-3	13.5647	26	85	-2.8121	218	Terrestrial	151	35.99	36.58	33.66	26.85	17.36	3.34	11.8	10.7126	2	NA	49	NA	NA	0.816666667	NA
2019	9	50	9-3	13.5647	26	85	-2.8121	218	Terrestrial	151	35.99	36.58	33.66	26.85	17.36	3.34	11.8	10.7126	3	NA	54	NA	NA	0.9	NA
2019	9	51	9-4	14.014	28	68	-2.6433	229	Aquatic	214	47.2	46.96	42.87	34.74	21.47	4.05	11.45	22.6811	1	234	164	70	3.9	2.733333333	1.166666667
2019	9	51	9-4	14.014	28	68	-2.6433	229	Aquatic	214	47.2	46.96	42.87	34.74	21.47	4.05	11.45	22.6811	2	365	362	3	6.083333333	6.033333333	0.05
2019	9	51	9-4	14.014	28	68	-2.6433	229	Aquatic	214	47.2	46.96	42.87	34.74	21.47	4.05	11.45	22.6811	3	335	283	52	5.583333333	4.716666667	0.866666667
2019	9	52	9-5	14.1475	24	105	-2.5034	206	Aquatic	200	35.88	37.11	34.13	27.27	17.71	3.12	10.82	11.2358	1	64	56	8	1.066666667	0.933333333	0.133333333
2019	9	52	9-5	14.1475	24	105	-2.5034	206	Aquatic	200	35.88	37.11	34.13	27.27	17.71	3.12	10.82	11.2358	2	208	49	159	3.466666667	0.816666667	2.65
2019	9	52	9-5	14.1475	24	105	-2.5034	206	Aquatic	200	35.88	37.11	34.13	27.27	17.71	3.12	10.82	11.2358	3	216	62	154	3.6	1.033333333	2.566666667
2019	9	53	9-6	14.114	24	105	-2.6649	208	Terrestrial	151	34.59	37.56	33.44	29	16.37	2.76	11.12	10.361	1	NA	222	NA	NA	3.7	NA
2019	9	53	9-6	14.114	24	105	-2.6649	208	Terrestrial	151	34.59	37.56	33.44	29	16.37	2.76	11.12	10.361	2	NA	120	NA	NA	2	NA
2019	9	53	9-6	14.114	24	105	-2.6649	208	Terrestrial	151	34.59	37.56	33.44	29	16.37	2.76	11.12	10.361	3	NA	74	NA	NA	1.233333333	NA
2019	10	54	10-1	9.1838	28	68	-0.4665	196	Terrestrial	151	30.83	31.85	29.93	23.97	14.85	1.91	11.22	7.1252	1	118	116	2	1.966666667	1.933333333	0.033333333
2019	10	54	10-1	9.1838	28	68	-0.4665	196	Terrestrial	151	30.83	31.85	29.93	23.97	14.85	1.91	11.22	7.1252	2	91	90	1	1.516666667	1.5	0.016666667
2019	10	54	10-1	9.1838	28	68	-0.4665	196	Terrestrial	151	30.83	31.85	29.93	23.97	14.85	1.91	11.22	7.1252	3	89	85	4	1.483333333	1.416666667	0.066666667
2019	10	55	10-2	7.2893	24	105	-0.5653	163	Terrestrial	151	26.72	28.01	25.22	21.72	13.55	2.54	9.48	5.2641	1	458	119	339	7.633333333	1.983333333	5.65
2019	10	55	10-2	7.2893	24	105	-0.5653	163	Terrestrial	151	26.72	28.01	25.22	21.72	13.55	2.54	9.48	5.2641	2	NA	127	NA	NA	2.116666667	NA
2019	10	55	10-2	7.2893	24	105	-0.5653	163	Terrestrial	151	26.72	28.01	25.22	21.72	13.55	2.54	9.48	5.2641	3	NA	137	NA	NA	2.283333333	NA
2019	10	56	10-4	8.7917	26	85	0	176	Terrestrial	151	28.21	27.42	27.46	22.46	15.05	2.56	8.66	5.6138	1	NA	97	NA	NA	1.616666667	NA
2019	10	56	10-4	8.7917	26	85	0	176	Terrestrial	151	28.21	27.42	27.46	22.46	15.05	2.56	8.66	5.6138	2	NA	122	NA	NA	2.033333333	NA
2019	10	56	10-4	8.7917	26	85	0	176	Terrestrial	151	28.21	27.42	27.46	22.46	15.05	2.56	8.66	5.6138	3	NA	169	NA	NA	2.816666667	NA
2019	10	57	10-5	9.3882	30	60	-0.8242	205	Terrestrial	151	31.33	32.82	31.41	24.28	15	2.11	9.94	7.4272	1	88	86	2	1.466666667	1.433333333	0.033333333
2019	10	57	10-5	9.3882	30	60	-0.8242	205	Terrestrial	151	31.33	32.82	31.41	24.28	15	2.11	9.94	7.4272	2	114	109	5	1.9	1.816666667	0.083333333
2019	10	57	10-5	9.3882	30	60	-0.8242	205	Terrestrial	151	31.33	32.82	31.41	24.28	15	2.11	9.94	7.4272	3	96	95	1	1.6	1.583333333	0.016666667
2019	10	58	10-6	9.3173	24	105	-0.4038	161	Aquatic	145	31.01	31.05	29.05	23.36	15.25	3.02	9.42	7.1078	1	86	66	20	1.433333333	1.1	0.333333333
2019	10	58	10-6	9.3173	24	105	-0.4038	161	Aquatic	145	31.01	31.05	29.05	23.36	15.25	3.02	9.42	7.1078	2	103	98	5	1.716666667	1.633333333	0.083333333
2019	10	58	10-6	9.3173	24	105	-0.4038	161	Aquatic	145	31.01	31.05	29.05	23.36	15.25	3.02	9.42	7.1078	3	NA	71	NA	NA	1.183333333	NA
2019	10	59	10-7	9.519	26	85	-0.7336	182	Aquatic	145	31.17	31.92	30.49	24.02	15.05	2.43	10.69	7.0786	1	189	62	127	3.15	1.033333333	2.116666667
2019	10	59	10-7	9.519	26	85	-0.7336	182	Aquatic	145	31.17	31.92	30.49	24.02	15.05	2.43	10.69	7.0786	2	242	237	5	4.033333333	3.95	0.083333333
2019	10	59	10-7	9.519	26	85	-0.7336	182	Aquatic	145	31.17	31.92	30.49	24.02	15.05	2.43	10.69	7.0786	3	175	157	18	2.916666667	2.616666667	0.3
2019	10	60	10-8	10.6964	30	60	-0.8242	205	Aquatic	200	34.06	35.07	33.04	26.99	16.62	1.94	7.75	9.5545	1	369	363	6	6.15	6.05	0.1
2019	10	60	10-8	10.6964	30	60	-0.8242	205	Aquatic	200	34.06	35.07	33.04	26.99	16.62	1.94	7.75	9.5545	2	273	268	5	4.55	4.466666667	0.083333333
2019	10	60	10-8	10.6964	30	60	-0.8242	205	Aquatic	200	34.06	35.07	33.04	26.99	16.62	1.94	7.75	9.5545	3	301	268	33	5.016666667	4.466666667	0.55
2019	10	61	10-9	7.7865	32	54	-1.1348	210	Terrestrial	151	29.18	31.08	28.44	23.13	14.49	2.04	9.97	6.3312	1	NA	NA	NA	NA	NA	NA
2019	10	61	10-9	7.7865	32	54	-1.1348	210	Terrestrial	151	29.18	31.08	28.44	23.13	14.49	2.04	9.97	6.3312	2	70	68	2	1.166666667	1.133333333	0.033333333
2019	10	61	10-9	7.7865	32	54	-1.1348	210	Terrestrial	151	29.18	31.08	28.44	23.13	14.49	2.04	9.97	6.3312	3	92	90	2	1.533333333	1.5	0.033333333
2019	11	62	11-1	9.1186	30	60	-1.2362	207	Aquatic	200	31.76	33.34	30.05	24.73	15.43	2.14	10.29	7.3241	1	848	286	562	14.13333333	4.766666667	9.366666667
2019	11	62	11-1	9.1186	30	60	-1.2362	207	Aquatic	200	31.76	33.34	30.05	24.73	15.43	2.14	10.29	7.3241	2	629	128	501	10.48333333	2.133333333	8.35
2019	11	62	11-1	9.1186	30	60	-1.2362	207	Aquatic	200	31.76	33.34	30.05	24.73	15.43	2.14	10.29	7.3241	3	757	208	549	12.61666667	3.466666667	9.15
2019	11	63	11-2	9.0694	28	68	-0.7774	198	Terrestrial	151	29.8	31.62	28.01	23.43	14.55	2.83	10.09	6.4859	1	169	105	64	2.816666667	1.75	1.066666667
2019	11	63	11-2	9.0694	28	68	-0.7774	198	Terrestrial	151	29.8	31.62	28.01	23.43	14.55	2.83	10.09	6.4859	2	106	67	39	1.766666667	1.116666667	0.65
2019	11	63	11-2	9.0694	28	68	-0.7774	198	Terrestrial	151	29.8	31.62	28.01	23.43	14.55	2.83	10.09	6.4859	3	432	47	385	7.2	0.783333333	6.416666667
2019	11	64	11-3	11.5389	26	85	-0.7336	182	Aquatic	145	32.86	35.54	30.94	26.51	16.37	3.66	11.02	8.6555	1	125	61	64	2.083333333	1.016666667	1.066666667
2019	11	64	11-3	11.5389	26	85	-0.7336	182	Aquatic	145	32.86	35.54	30.94	26.51	16.37	3.66	11.02	8.6555	2	505	97	408	8.416666667	1.616666667	6.8
2019	11	64	11-3	11.5389	26	85	-0.7336	182	Aquatic	145	32.86	35.54	30.94	26.51	16.37	3.66	11.02	8.6555	3	494	129	365	8.233333333	2.15	6.083333333
2019	11	65	11-4	11.5217	32	54	-1.1348	210	Terrestrial	151	31.1	33.3	31.99	26.43	15.3	1.29	9.67	7.2397	1	NA	161	NA	NA	2.683333333	NA
2019	11	65	11-4	11.5217	32	54	-1.1348	210	Terrestrial	151	31.1	33.3	31.99	26.43	15.3	1.29	9.67	7.2397	2	640	76	564	10.66666667	1.266666667	9.4
2019	11	65	11-4	11.5217	32	54	-1.1348	210	Terrestrial	151	31.1	33.3	31.99	26.43	15.3	1.29	9.67	7.2397	3	NA	76	NA	NA	1.266666667	NA
2019	11	66	11-5	9.665	24	105	-0.7268	165	Aquatic	145	30.42	31.14	28.94	22.62	15.13	3.85	10.76	6.6801	1	NA	363	NA	NA	6.05	NA
2019	11	66	11-5	9.665	24	105	-0.7268	165	Aquatic	145	30.42	31.14	28.94	22.62	15.13	3.85	10.76	6.6801	2	NA	236	NA	NA	3.933333333	NA
2019	11	66	11-5	9.665	24	105	-0.7268	165	Aquatic	145	30.42	31.14	28.94	22.62	15.13	3.85	10.76	6.6801	3	NA	191	NA	NA	3.183333333	NA
2019	11	67	11-6	9.2204	32	54	-1.8913	212	Aquatic	200	31.02	32.06	29.37	24.23	15.1	2.55	10.1	7.4884	1	NA	NA	NA	NA	NA	NA
2019	11	67	11-6	9.2204	32	54	-1.8913	212	Aquatic	200	31.02	32.06	29.37	24.23	15.1	2.55	10.1	7.4884	2	1104	729	375	18.4	12.15	6.25
2019	11	67	11-6	9.2204	32	54	-1.8913	212	Aquatic	200	31.02	32.06	29.37	24.23	15.1	2.55	10.1	7.4884	3	888	413	475	14.8	6.883333333	7.916666667
2019	11	68	11-8	11.265	26	85	-0.7336	182	Terrestrial	151	33.5	35.23	31.87	26.91	16.22	1.74	9.84	8.623	1	384	150	234	6.4	2.5	3.9
2019	11	68	11-8	11.265	26	85	-0.7336	182	Terrestrial	151	33.5	35.23	31.87	26.91	16.22	1.74	9.84	8.623	2	NA	248	NA	NA	4.133333333	NA
2019	11	68	11-8	11.265	26	85	-0.7336	182	Terrestrial	151	33.5	35.23	31.87	26.91	16.22	1.74	9.84	8.623	3	NA	486	NA	NA	8.1	NA
2019	11	69	11-9	9.5655	30	60	-1.4423	208	Terrestrial	151	31.43	33.15	30.58	25.09	14.57	2.05	9.67	6.6745	1	NA	220	NA	NA	3.666666667	NA
2019	11	69	11-9	9.5655	30	60	-1.4423	208	Terrestrial	151	31.43	33.15	30.58	25.09	14.57	2.05	9.67	6.6745	2	529	197	332	8.816666667	3.283333333	5.533333333
2019	11	69	11-9	9.5655	30	60	-1.4423	208	Terrestrial	151	31.43	33.15	30.58	25.09	14.57	2.05	9.67	6.6745	3	NA	358	NA	NA	5.966666667	NA
2020	12	70	2-1	8.5549	32	54	-2.2696	245	Aquatic	180	32.25	33.07	31.13	25.69	15.67	2.51	10.74	8.1046	1	262	260	2	4.366666667	4.333333333	0.033333333
2020	12	70	2-1	8.5549	32	54	-2.2696	245	Aquatic	180	32.25	33.07	31.13	25.69	15.67	2.51	10.74	8.1046	2	788	782	6	13.13333333	13.03333333	0.1
2020	12	70	2-1	8.5549	32	54	-2.2696	245	Aquatic	180	32.25	33.07	31.13	25.69	15.67	2.51	10.74	8.1046	3	685	674	11	11.41666667	11.23333333	0.183333333
2020	12	71	2-2	9.2598	28	68	-0.622	229	Aquatic	180	31.91	33.32	31.87	25.2	15.14	2.33	11.24	7.5204	1	216	210	6	3.6	3.5	0.1
2020	12	71	2-2	9.2598	28	68	-0.622	229	Aquatic	180	31.91	33.32	31.87	25.2	15.14	2.33	11.24	7.5204	2	520	513	7	8.666666667	8.55	0.116666667
2020	12	71	2-2	9.2598	28	68	-0.622	229	Aquatic	180	31.91	33.32	31.87	25.2	15.14	2.33	11.24	7.5204	3	447	429	18	7.45	7.15	0.3
2020	12	72	2-3	9.595	24	105	-0.8075	198	Aquatic	180	34.1	35.28	31.5	26.49	15.98	3.41	11.16	7.326	1	716	402	314	11.93333333	6.7	5.233333333
2020	12	72	2-3	9.595	24	105	-0.8075	198	Aquatic	180	34.1	35.28	31.5	26.49	15.98	3.41	11.16	7.326	2	NA	696	NA	NA	11.6	NA
2020	12	72	2-3	9.595	24	105	-0.8075	198	Aquatic	180	34.1	35.28	31.5	26.49	15.98	3.41	11.16	7.326	3	NA	507	NA	NA	8.45	NA
2020	12	73	2-4	10.0107	26	85	-1.1004	217	Aquatic	180	34.35	35.1	30.95	26.02	16.6	3.13	11.22	8.7925	1	NA	141	NA	NA	2.35	NA
2020	12	73	2-4	10.0107	26	85	-1.1004	217	Aquatic	180	34.35	35.1	30.95	26.02	16.6	3.13	11.22	8.7925	2	NA	95	NA	NA	1.583333333	NA
2020	12	73	2-4	10.0107	26	85	-1.1004	217	Aquatic	180	34.35	35.1	30.95	26.02	16.6	3.13	11.22	8.7925	3	NA	87	NA	NA	1.45	NA
2020	12	74	2-5	9.6616	30	60	-1.0302	238	Aquatic	180	42.84	42.3	39.01	33.66	21.63	3.7	11.97	19.2755	1	305	290	15	5.083333333	4.833333333	0.25
2020	12	74	2-5	9.6616	30	60	-1.0302	238	Aquatic	180	42.84	42.3	39.01	33.66	21.63	3.7	11.97	19.2755	2	386	383	3	6.433333333	6.383333333	0.05
2020	12	74	2-5	9.6616	30	60	-1.0302	238	Aquatic	180	42.84	42.3	39.01	33.66	21.63	3.7	11.97	19.2755	3	248	212	36	4.133333333	3.533333333	0.6
2020	12	75	2-6	8.4879	30	60	-0.8242	237	Aquatic	180	33.36	34.51	31.35	27.4	16.75	2.59	9.75	8.7262	1	259	239	20	4.316666667	3.983333333	0.333333333
2020	12	75	2-6	8.4879	30	60	-0.8242	237	Aquatic	180	33.36	34.51	31.35	27.4	16.75	2.59	9.75	8.7262	2	394	390	4	6.566666667	6.5	0.066666667
2020	12	75	2-6	8.4879	30	60	-0.8242	237	Aquatic	180	33.36	34.51	31.35	27.4	16.75	2.59	9.75	8.7262	3	732	715	17	12.2	11.91666667	0.283333333
2020	12	76	2-7	9.7412	28	68	-0.9329	231	Aquatic	180	31.79	32.48	30.36	24.98	15.11	3.3	10.38	7.019	1	NA	566	NA	NA	9.433333333	NA
2020	12	76	2-7	9.7412	28	68	-0.9329	231	Aquatic	180	31.79	32.48	30.36	24.98	15.11	3.3	10.38	7.019	2	530	523	7	8.833333333	8.716666667	0.116666667
2020	12	76	2-7	9.7412	28	68	-0.9329	231	Aquatic	180	31.79	32.48	30.36	24.98	15.11	3.3	10.38	7.019	3	730	246	484	12.16666667	4.1	8.066666667
2020	12	77	2-8	9.9379	26	85	-1.1004	217	Aquatic	180	48.92	46.36	44.32	36.33	22.82	4.86	14.32	24.2724	1	244	140	104	4.066666667	2.333333333	1.733333333
2020	12	77	2-8	9.9379	26	85	-1.1004	217	Aquatic	180	48.92	46.36	44.32	36.33	22.82	4.86	14.32	24.2724	2	353	323	30	5.883333333	5.383333333	0.5
2020	12	77	2-8	9.9379	26	85	-1.1004	217	Aquatic	180	48.92	46.36	44.32	36.33	22.82	4.86	14.32	24.2724	3	212	161	51	3.533333333	2.683333333	0.85
2020	13	78	3-1	13.1803	28	68	-1.0884	211	Aquatic	180	38.23	39.02	34.21	30.1	17.65	2.64	10.95	11.3664	1	212	84	128	3.533333333	1.4	2.133333333
2020	13	78	3-1	13.1803	28	68	-1.0884	211	Aquatic	180	38.23	39.02	34.21	30.1	17.65	2.64	10.95	11.3664	2	222	173	49	3.7	2.883333333	0.816666667
2020	13	78	3-1	13.1803	28	68	-1.0884	211	Aquatic	180	38.23	39.02	34.21	30.1	17.65	2.64	10.95	11.3664	3	82	77	5	1.366666667	1.283333333	0.083333333
2020	13	79	3-2	14.3302	30	60	-1.4423	219	Aquatic	180	49.28	48.89	43.65	37.46	22.61	3.18	12.87	23.7489	1	124	101	23	2.066666667	1.683333333	0.383333333
2020	13	79	3-2	14.3302	30	60	-1.4423	219	Aquatic	180	49.28	48.89	43.65	37.46	22.61	3.18	12.87	23.7489	2	357	311	46	5.95	5.183333333	0.766666667
2020	13	79	3-2	14.3302	30	60	-1.4423	219	Aquatic	180	49.28	48.89	43.65	37.46	22.61	3.18	12.87	23.7489	3	351	136	215	5.85	2.266666667	3.583333333
2020	13	80	3-3	13.9642	32	54	-1.513	222	Aquatic	180	37.7	37.9	35.81	28.98	18.04	2.46	12.46	11.8958	1	116	114	2	1.933333333	1.9	0.033333333
2020	13	80	3-3	13.9642	32	54	-1.513	222	Aquatic	180	37.7	37.9	35.81	28.98	18.04	2.46	12.46	11.8958	2	277	204	73	4.616666667	3.4	1.216666667
2020	13	80	3-3	13.9642	32	54	-1.513	222	Aquatic	180	37.7	37.9	35.81	28.98	18.04	2.46	12.46	11.8958	3	116	86	30	1.933333333	1.433333333	0.5
2020	13	81	3-4	12.2313	26	85	-1.7117	201	Aquatic	180	35.61	37.48	32.88	27.37	16.57	2.83	12.7	9.7409	1	90	82	8	1.5	1.366666667	0.133333333
2020	13	81	3-4	12.2313	26	85	-1.7117	201	Aquatic	180	35.61	37.48	32.88	27.37	16.57	2.83	12.7	9.7409	2	199	125	74	3.316666667	2.083333333	1.233333333
2020	13	81	3-4	12.2313	26	85	-1.7117	201	Aquatic	180	35.61	37.48	32.88	27.37	16.57	2.83	12.7	9.7409	3	112	110	2	1.866666667	1.833333333	0.033333333
2020	13	82	3-5	14.0201	24	105	-1.2113	182	Aquatic	158	39.12	40.75	35.87	29.48	16.66	3.33	12.8	11.5128	1	NA	51	NA	NA	0.85	NA
2020	13	82	3-5	14.0201	24	105	-1.2113	182	Aquatic	158	39.12	40.75	35.87	29.48	16.66	3.33	12.8	11.5128	2	NA	45	NA	NA	0.75	NA
2020	13	82	3-5	14.0201	24	105	-1.2113	182	Aquatic	158	39.12	40.75	35.87	29.48	16.66	3.33	12.8	11.5128	3	NA	10	NA	NA	0.166666667	NA
2020	13	83	3-6	13.161	24	105	-0.8883	178	Aquatic	158	35.39	36.69	32.56	27.72	16.51	3.51	11.92	9.8067	1	539	93	446	8.983333333	1.55	7.433333333
2020	13	83	3-6	13.161	24	105	-0.8883	178	Aquatic	158	35.39	36.69	32.56	27.72	16.51	3.51	11.92	9.8067	2	130	89	41	2.166666667	1.483333333	0.683333333
2020	13	83	3-6	13.161	24	105	-0.8883	178	Aquatic	158	35.39	36.69	32.56	27.72	16.51	3.51	11.92	9.8067	3	75	65	10	1.25	1.083333333	0.166666667
2020	13	84	3-7	12.4154	26	85	-1.834	202	Aquatic	180	34.56	36.64	32.57	28.13	15.99	3.12	9.84	8.8535	1	146	57	89	2.433333333	0.95	1.483333333
2020	13	84	3-7	12.4154	26	85	-1.834	202	Aquatic	180	34.56	36.64	32.57	28.13	15.99	3.12	9.84	8.8535	2	129	25	104	2.15	0.416666667	1.733333333
2020	13	84	3-7	12.4154	26	85	-1.834	202	Aquatic	180	34.56	36.64	32.57	28.13	15.99	3.12	9.84	8.8535	3	10	6	4	0.166666667	0.1	0.066666667
2020	13	85	3-8	13.2131	30	60	-1.4423	219	Aquatic	180	46.84	48.33	41.82	36.61	21.88	3.23	14.08	23.0542	1	227	221	6	3.783333333	3.683333333	0.1
2020	13	85	3-8	13.2131	30	60	-1.4423	219	Aquatic	180	46.84	48.33	41.82	36.61	21.88	3.23	14.08	23.0542	2	124	121	3	2.066666667	2.016666667	0.05
2020	13	85	3-8	13.2131	30	60	-1.4423	219	Aquatic	180	46.84	48.33	41.82	36.61	21.88	3.23	14.08	23.0542	3	110	106	4	1.833333333	1.766666667	0.066666667
2020	14	86	4-1	7.8762	26	85	-0.9781	182	Aquatic	158	29.13	29.88	28.39	21.59	14.49	2.63	10.25	5.5565	1	87	82	5	1.45	1.366666667	0.083333333
2020	14	86	4-1	7.8762	26	85	-0.9781	182	Aquatic	158	29.13	29.88	28.39	21.59	14.49	2.63	10.25	5.5565	2	194	168	26	3.233333333	2.8	0.433333333
2020	14	86	4-1	7.8762	26	85	-0.9781	182	Aquatic	158	29.13	29.88	28.39	21.59	14.49	2.63	10.25	5.5565	3	79	73	6	1.316666667	1.216666667	0.1
2020	14	88	4-5	8.9671	28	68	-0.4665	194	Aquatic	180	40.16	39.8	35.08	30.02	20.19	4.14	12.19	16.0309	1	506	484	22	8.433333333	8.066666667	0.366666667
2020	14	88	4-5	8.9671	28	68	-0.4665	194	Aquatic	180	40.16	39.8	35.08	30.02	20.19	4.14	12.19	16.0309	2	NA	NA	NA	NA	NA	NA
2020	14	88	4-5	8.9671	28	68	-0.4665	194	Aquatic	180	40.16	39.8	35.08	30.02	20.19	4.14	12.19	16.0309	3	221	98	123	3.683333333	1.633333333	2.05
2020	14	89	4-6	8.3461	32	54	-2.6478	212	Aquatic	180	33.77	35.23	31.76	26.28	16.82	3.02	9.79	8.7441	1	597	590	7	9.95	9.833333333	0.116666667
2020	14	89	4-6	8.3461	32	54	-2.6478	212	Aquatic	180	33.77	35.23	31.76	26.28	16.82	3.02	9.79	8.7441	2	529	526	3	8.816666667	8.766666667	0.05
2020	14	89	4-6	8.3461	32	54	-2.6478	212	Aquatic	180	33.77	35.23	31.76	26.28	16.82	3.02	9.79	8.7441	3	641	632	9	10.68333333	10.53333333	0.15
2020	14	90	4-8	8.8797	30	60	-0.8242	203	Aquatic	180	33.62	34.34	31.64	26.88	15.94	3.11	9.26	8.0686	1	246	213	33	4.1	3.55	0.55
2020	14	90	4-8	8.8797	30	60	-0.8242	203	Aquatic	180	33.62	34.34	31.64	26.88	15.94	3.11	9.26	8.0686	2	134	130	4	2.233333333	2.166666667	0.066666667
2020	14	90	4-8	8.8797	30	60	-0.8242	203	Aquatic	180	33.62	34.34	31.64	26.88	15.94	3.11	9.26	8.0686	3	329	323	6	5.483333333	5.383333333	0.1
2020	14	91	4-9	9.1045	26	85	-1.2227	184	Aquatic	180	37.2	37.44	32.64	26.98	17.54	3.19	10.44	10.603	1	449	293	156	7.483333333	4.883333333	2.6
2020	14	91	4-9	9.1045	26	85	-1.2227	184	Aquatic	180	37.2	37.44	32.64	26.98	17.54	3.19	10.44	10.603	2	186	180	6	3.1	3	0.1
2020	14	91	4-9	9.1045	26	85	-1.2227	184	Aquatic	180	37.2	37.44	32.64	26.98	17.54	3.19	10.44	10.603	3	306	188	118	5.1	3.133333333	1.966666667
2020	14	92	4-10	9.3336	28	68	-0.4665	194	Aquatic	180	32.6	32.97	29.75	24.29	15.81	2.47	10.79	7.3184	1	82	61	21	1.366666667	1.016666667	0.35
2020	14	92	4-10	9.3336	28	68	-0.4665	194	Aquatic	180	32.6	32.97	29.75	24.29	15.81	2.47	10.79	7.3184	2	1107	110	997	18.45	1.833333333	16.61666667
2020	14	92	4-10	9.3336	28	68	-0.4665	194	Aquatic	180	32.6	32.97	29.75	24.29	15.81	2.47	10.79	7.3184	3	74	51	23	1.233333333	0.85	0.383333333
